tax_id,abundance,species,genus,family,order,class,phylum,clade,superkingdom,subspecies,species subgroup,species group,estimated counts,barcode,Bird,Air condition,Medium,
37482,0.52%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,13.20266141,barcode240,B06,AN,CNA,
47770,4.74%,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,144.047384,barcode241,B06,AN,CNA,
33959,36.60%,Lactobacillus johnsonii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1112.77202,barcode241,B06,AN,CNA,
53442,56.81%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1726.920775,barcode241,B06,AN,CNA,
1736,0.84%,Eubacterium limosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,25.65573029,barcode241,B06,AN,CNA,
37482,0.66%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,20.00658111,barcode241,B06,AN,CNA,
562,0.30%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,9.0029615,barcode241,B06,AN,CNA,
1351,87.77%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,18425.17632,barcode242,B06,AN,CNA,
44008,2.86%,Enterococcus cecorum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,600.0609472,barcode242,B06,AN,CNA,
53442,2.32%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,487.2358043,barcode242,B06,AN,CNA,
1598,6.60%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1386.119602,barcode242,B06,AN,CNA,
562,93.83%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,21788.93415,barcode243,B06,AN,CNAB,
1353,4.08%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,948.4066807,barcode243,B06,AN,CNAB,
37734,0.33%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,76.73025068,barcode243,B06,AN,CNAB,
1351,0.67%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,155.5744196,barcode243,B06,AN,CNAB,
562,91.33%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12776.57542,barcode244,B06,AN,CNAB,
2057791,0.67%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,93.98024994,barcode244,B06,AN,CNAB,
2060307,0.37%,Enterococcus sp. FDAARGOS_375,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,51.41061028,barcode244,B06,AN,CNAB,
37734,0.57%,Enterococcus casseliflavus,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,79.58333989,barcode244,B06,AN,CNAB,
1353,6.24%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,872.9544999,barcode244,B06,AN,CNAB,
53442,0.41%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,58,barcode244,B06,AN,CNAB,
562,95.60%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,18865.3347,barcode245,B06,AN,CNAB,
1351,1.43%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,282.5150659,barcode245,B06,AN,CNAB,
1598,2.47%,Limosilactobacillus reuteri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,487.1305328,barcode245,B06,AN,CNAB,
562,94.22%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,8780.783735,barcode246,B06,AN,CNAB,
564,0.29%,Escherichia fergusonii,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,26.80765154,barcode246,B06,AN,CNAB,
1598,4.32%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,402.1531935,barcode246,B06,AN,CNAB,
37482,0.26%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,23.89162839,barcode246,B06,AN,CNAB,
33959,0.38%,Lactobacillus johnsonii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,35,barcode246,B06,AN,CNAB,
562,79.19%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,22170.36142,barcode247,B06,AN,CNAB,
1351,11.16%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,3123.771627,barcode247,B06,AN,CNAB,
1598,5.82%,Limosilactobacillus reuteri,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,1628.267592,barcode247,B06,AN,CNAB,
1353,1.57%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,438.5396333,barcode247,B06,AN,CNAB,
2057791,0.33%,Enterococcus sp. CR-Ec1,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,93.64575968,barcode247,B06,AN,CNAB,
53442,1.20%,Eubacterium callanderi,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,336.34649,barcode247,B06,AN,CNAB,
37482,0.25%,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,70.12956507,barcode247,B06,AN,CNAB,
562,99.83%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,12129.25008,barcode248,B06,AN,BBE,
562,98.08%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,37106.05464,barcode249,B06,AN,BBE,
1351,0.82%,Enterococcus faecalis,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,309.9783733,barcode249,B06,AN,BBE,
1353,0.72%,Enterococcus gallinarum,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,Bacteria,NA,NA,NA,270.8940115,barcode249,B06,AN,BBE,
562,99.86%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,9095.260878,barcode250,B06,AN,BBE,
562,99.83%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,24009.99693,barcode251,B06,AN,BBE,
562,99.87%,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,NA,Bacteria,NA,NA,NA,19661.10502,barcode252,B06,AN,BBE,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
